event_path_id,event_id,run_id,scene_id,prn,tracking_channel,center_window_id,path_id,estimate_stage,path_role,is_multipath,delay_samples,excess_delay_samples,excess_delay_chips,excess_delay_s,derived_excess_path_length_m,doppler_hz,doppler_offset_hz,relative_power_db,source_power_field,amplitude,phase_rad,coherence,label_value,label_rule_version,source_file,source_file_sha256,source_row_number,modeling_eligibility,missing_reason,schema_version
F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_755__path_1,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_755,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G27,5,755,1,stage4_joint,los,0,0.7,0,0,,,-2007.07104492188,0,0,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G27/stage4_joint_paths.csv,02d2f4ab9ac1ba89a19e5163bbc7448e4d793fc9db8d953721a0ef50322bfbaa,12,eligible_pending_modeling_qa,stage4_source_has_no_path_amplitude_phase_coherence,sage-event-path-db-v1
F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_755__path_2,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_755,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G27,5,755,2,stage4_joint,multipath,1,4,3.3,0.33,,,-1952.31649474157,54.7545501803038,-3.66764242118774,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G27/stage4_joint_paths.csv,02d2f4ab9ac1ba89a19e5163bbc7448e4d793fc9db8d953721a0ef50322bfbaa,13,eligible_pending_modeling_qa,,sage-event-path-db-v1
F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_757__path_1,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_757,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G27,5,757,1,stage4_joint,los,0,-0.5,0,0,,,-2010.33081054688,0,0,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G27/stage4_joint_paths.csv,02d2f4ab9ac1ba89a19e5163bbc7448e4d793fc9db8d953721a0ef50322bfbaa,14,eligible_pending_modeling_qa,stage4_source_has_no_path_amplitude_phase_coherence,sage-event-path-db-v1
F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_757__path_2,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_757,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G27,5,757,2,stage4_joint,multipath,1,2.7,3.2,0.32,,,-1951.52354006704,58.8072704798321,-5.19406710915628,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G27/stage4_joint_paths.csv,02d2f4ab9ac1ba89a19e5163bbc7448e4d793fc9db8d953721a0ef50322bfbaa,15,eligible_pending_modeling_qa,,sage-event-path-db-v1
F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_796__path_1,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_796,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G27,5,796,1,stage4_joint,los,0,-0.6,0,0,,,-2013.66528320312,0,0,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G27/stage4_joint_paths.csv,02d2f4ab9ac1ba89a19e5163bbc7448e4d793fc9db8d953721a0ef50322bfbaa,16,eligible_pending_modeling_qa,stage4_source_has_no_path_amplitude_phase_coherence,sage-event-path-db-v1
F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_796__path_2,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_796,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G27,5,796,2,stage4_joint,multipath,1,2.2,2.8,0.28,,,-1953.3299668787,60.3353163244287,-4.71354633880288,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G27/stage4_joint_paths.csv,02d2f4ab9ac1ba89a19e5163bbc7448e4d793fc9db8d953721a0ef50322bfbaa,17,eligible_pending_modeling_qa,,sage-event-path-db-v1
F1023_V70_D0120_P9__G28__ch11__nav_sage_v2__ingestion_20260825_event_path_v1__event_592__path_1,F1023_V70_D0120_P9__G28__ch11__nav_sage_v2__ingestion_20260825_event_path_v1__event_592,F1023_V70_D0120_P9__G28__ch11__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G28,11,592,1,stage4_joint,los,0,0.5,0,0,,,-8888.615234375,0,0,mean_relative_power_db,,,,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G28/stage4_joint_paths.csv,9c6e173bb25d79ba1fdab6d72b8c51c1a41a1671ff3f9cc064d670eefc17531b,2,eligible_pending_modeling_qa,stage4_source_has_no_path_amplitude_phase_coherence,sage-event-path-db-v1
F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_1305__path_1,F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_1305,F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G29,4,1305,1,stage4_joint,los,0,0.2,0,0,,,-8139.73046875,0,0,mean_relative_power_db,,,,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G29/stage4_joint_paths.csv,d22af2b6a71728bcd2ed5ad8911a0c584ac63df9e5f17ee7c8ab442d6b9c8843,2,eligible_pending_modeling_qa,stage4_source_has_no_path_amplitude_phase_coherence,sage-event-path-db-v1
F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_1306__path_1,F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_1306,F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G29,4,1306,1,stage4_joint,los,0,0.3,0,0,,,-8139.8291015625,0,0,mean_relative_power_db,,,,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G29/stage4_joint_paths.csv,d22af2b6a71728bcd2ed5ad8911a0c584ac63df9e5f17ee7c8ab442d6b9c8843,3,eligible_pending_modeling_qa,stage4_source_has_no_path_amplitude_phase_coherence,sage-event-path-db-v1
F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_2559__path_1,F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_2559,F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G29,4,2559,1,stage4_joint,los,0,0.5,0,0,,,-8125.14453125,0,0,mean_relative_power_db,,,,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G29/stage4_joint_paths.csv,d22af2b6a71728bcd2ed5ad8911a0c584ac63df9e5f17ee7c8ab442d6b9c8843,4,eligible_pending_modeling_qa,stage4_source_has_no_path_amplitude_phase_coherence,sage-event-path-db-v1
F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_494__path_1,F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_494,F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G29,4,494,1,stage4_joint,los,0,0.1,0,0,,,-8136.77685546875,0,0,mean_relative_power_db,,,,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G29/stage4_joint_paths.csv,d22af2b6a71728bcd2ed5ad8911a0c584ac63df9e5f17ee7c8ab442d6b9c8843,5,eligible_pending_modeling_qa,stage4_source_has_no_path_amplitude_phase_coherence,sage-event-path-db-v1
F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_495__path_1,F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_495,F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G29,4,495,1,stage4_joint,los,0,0.2,0,0,,,-8136.46875,0,0,mean_relative_power_db,,,,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G29/stage4_joint_paths.csv,d22af2b6a71728bcd2ed5ad8911a0c584ac63df9e5f17ee7c8ab442d6b9c8843,6,eligible_pending_modeling_qa,stage4_source_has_no_path_amplitude_phase_coherence,sage-event-path-db-v1
F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_559__path_1,F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_559,F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G29,4,559,1,stage4_joint,los,0,0.6,0,0,,,-8134.9736328125,0,0,mean_relative_power_db,,,,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G29/stage4_joint_paths.csv,d22af2b6a71728bcd2ed5ad8911a0c584ac63df9e5f17ee7c8ab442d6b9c8843,7,eligible_pending_modeling_qa,stage4_source_has_no_path_amplitude_phase_coherence,sage-event-path-db-v1
F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_560__path_1,F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_560,F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G29,4,560,1,stage4_joint,los,0,0.3,0,0,,,-8138.69873046875,0,0,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G29/stage4_joint_paths.csv,d22af2b6a71728bcd2ed5ad8911a0c584ac63df9e5f17ee7c8ab442d6b9c8843,8,eligible_pending_modeling_qa,stage4_source_has_no_path_amplitude_phase_coherence,sage-event-path-db-v1
F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_560__path_2,F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_560,F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G29,4,560,2,stage4_joint,multipath,1,1.4,1.1,0.11,,,-8127.89820276785,10.8005277008997,-7.17440666457061,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G29/stage4_joint_paths.csv,d22af2b6a71728bcd2ed5ad8911a0c584ac63df9e5f17ee7c8ab442d6b9c8843,9,eligible_pending_modeling_qa,,sage-event-path-db-v1
F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_2539__path_1,F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_2539,F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G29,4,2539,1,stage4_joint,los,0,0.2,0,0,,,-8126.13037109375,0,0,mean_relative_power_db,,,,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G29/stage4_joint_paths.csv,d22af2b6a71728bcd2ed5ad8911a0c584ac63df9e5f17ee7c8ab442d6b9c8843,10,eligible_pending_modeling_qa,stage4_source_has_no_path_amplitude_phase_coherence,sage-event-path-db-v1
F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_1476__path_1,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_1476,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G31,7,1476,1,stage4_joint,los,0,-0.0999999999999999,0,0,,,-8323.1357421875,0,0,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G31/stage4_joint_paths.csv,c4be4e9686be1afa01a3d56735ca6a5dc27c4c93048a4eec0e4a9827dcbd3f37,2,eligible_pending_modeling_qa,stage4_source_has_no_path_amplitude_phase_coherence,sage-event-path-db-v1
F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_1476__path_2,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_1476,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G31,7,1476,2,stage4_joint,multipath,1,1.1,1.2,0.12,,,-8310.73634411236,12.3993980751402,-3.04538863839837,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G31/stage4_joint_paths.csv,c4be4e9686be1afa01a3d56735ca6a5dc27c4c93048a4eec0e4a9827dcbd3f37,3,eligible_pending_modeling_qa,,sage-event-path-db-v1
F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_1477__path_1,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_1477,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G31,7,1477,1,stage4_joint,los,0,0.1,0,0,,,-8319.7421875,0,0,mean_relative_power_db,,,,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G31/stage4_joint_paths.csv,c4be4e9686be1afa01a3d56735ca6a5dc27c4c93048a4eec0e4a9827dcbd3f37,4,eligible_pending_modeling_qa,stage4_source_has_no_path_amplitude_phase_coherence,sage-event-path-db-v1
F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_1478__path_1,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_1478,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G31,7,1478,1,stage4_joint,los,0,0.2,0,0,,,-8317.5234375,0,0,mean_relative_power_db,,,,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G31/stage4_joint_paths.csv,c4be4e9686be1afa01a3d56735ca6a5dc27c4c93048a4eec0e4a9827dcbd3f37,5,eligible_pending_modeling_qa,stage4_source_has_no_path_amplitude_phase_coherence,sage-event-path-db-v1
F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_449__path_1,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_449,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G31,7,449,1,stage4_joint,los,0,0.2,0,0,,,-8317.4677734375,0,0,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G31/stage4_joint_paths.csv,c4be4e9686be1afa01a3d56735ca6a5dc27c4c93048a4eec0e4a9827dcbd3f37,6,eligible_pending_modeling_qa,stage4_source_has_no_path_amplitude_phase_coherence,sage-event-path-db-v1
F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_449__path_2,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_449,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G31,7,449,2,stage4_joint,multipath,1,1.2,1,0.1,,,-8317.62533913206,-0.157565694562436,0.339070822741958,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G31/stage4_joint_paths.csv,c4be4e9686be1afa01a3d56735ca6a5dc27c4c93048a4eec0e4a9827dcbd3f37,7,eligible_pending_modeling_qa,,sage-event-path-db-v1
F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_450__path_1,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_450,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G31,7,450,1,stage4_joint,los,0,0.4,0,0,,,-8316.9931640625,0,0,mean_relative_power_db,,,,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G31/stage4_joint_paths.csv,c4be4e9686be1afa01a3d56735ca6a5dc27c4c93048a4eec0e4a9827dcbd3f37,8,eligible_pending_modeling_qa,stage4_source_has_no_path_amplitude_phase_coherence,sage-event-path-db-v1
F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_451__path_1,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_451,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G31,7,451,1,stage4_joint,los,0,1.11022302462516e-16,0,0,,,-8320.962890625,0,0,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G31/stage4_joint_paths.csv,c4be4e9686be1afa01a3d56735ca6a5dc27c4c93048a4eec0e4a9827dcbd3f37,9,eligible_pending_modeling_qa,stage4_source_has_no_path_amplitude_phase_coherence,sage-event-path-db-v1
F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_451__path_2,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_451,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G31,7,451,2,stage4_joint,multipath,1,1.2,1.2,0.12,,,-8311.29563818198,9.66725244302143,-3.07705977175952,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G31/stage4_joint_paths.csv,c4be4e9686be1afa01a3d56735ca6a5dc27c4c93048a4eec0e4a9827dcbd3f37,10,eligible_pending_modeling_qa,,sage-event-path-db-v1
F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_1062__path_1,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_1062,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G31,7,1062,1,stage4_joint,los,0,0.9,0,0,,,-8315.5732421875,0,0,mean_relative_power_db,,,,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G31/stage4_joint_paths.csv,c4be4e9686be1afa01a3d56735ca6a5dc27c4c93048a4eec0e4a9827dcbd3f37,11,eligible_pending_modeling_qa,stage4_source_has_no_path_amplitude_phase_coherence,sage-event-path-db-v1
F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_1063__path_1,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_1063,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G31,7,1063,1,stage4_joint,los,0,0.9,0,0,,,-8316.2314453125,0,0,mean_relative_power_db,,,,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G31/stage4_joint_paths.csv,c4be4e9686be1afa01a3d56735ca6a5dc27c4c93048a4eec0e4a9827dcbd3f37,12,eligible_pending_modeling_qa,stage4_source_has_no_path_amplitude_phase_coherence,sage-event-path-db-v1
F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_67__path_1,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_67,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G13,5,67,1,stage4_joint,los,0,0.6,0,0,,,-8604.51953125,0,0,mean_relative_power_db,,,,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G13/stage4_joint_paths.csv,7f2b486dc327422a91b7992f1fe5c984443706661c13323f9fca670b362b9440,2,eligible_pending_modeling_qa,stage4_source_has_no_path_amplitude_phase_coherence,sage-event-path-db-v1
F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_68__path_1,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_68,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G13,5,68,1,stage4_joint,los,0,0.3,0,0,,,-8604.7490234375,0,0,mean_relative_power_db,,,,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G13/stage4_joint_paths.csv,7f2b486dc327422a91b7992f1fe5c984443706661c13323f9fca670b362b9440,3,eligible_pending_modeling_qa,stage4_source_has_no_path_amplitude_phase_coherence,sage-event-path-db-v1
F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_69__path_1,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_69,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G13,5,69,1,stage4_joint,los,0,0.1,0,0,,,-8602.1298828125,0,0,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G13/stage4_joint_paths.csv,7f2b486dc327422a91b7992f1fe5c984443706661c13323f9fca670b362b9440,4,eligible_pending_modeling_qa,stage4_source_has_no_path_amplitude_phase_coherence,sage-event-path-db-v1
F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_69__path_2,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_69,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G13,5,69,2,stage4_joint,multipath,1,1.2,1.1,0.11,,,-8612.46558071721,-10.3356979047148,-5.73621193729134,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G13/stage4_joint_paths.csv,7f2b486dc327422a91b7992f1fe5c984443706661c13323f9fca670b362b9440,5,eligible_pending_modeling_qa,,sage-event-path-db-v1
F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_208__path_1,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_208,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G13,5,208,1,stage4_joint,los,0,0.8,0,0,,,-8607.5478515625,0,0,mean_relative_power_db,,,,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G13/stage4_joint_paths.csv,7f2b486dc327422a91b7992f1fe5c984443706661c13323f9fca670b362b9440,6,eligible_pending_modeling_qa,stage4_source_has_no_path_amplitude_phase_coherence,sage-event-path-db-v1
F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_1291__path_1,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_1291,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G13,5,1291,1,stage4_joint,los,0,0.2,0,0,,,-8611.873046875,0,0,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G13/stage4_joint_paths.csv,7f2b486dc327422a91b7992f1fe5c984443706661c13323f9fca670b362b9440,7,eligible_pending_modeling_qa,stage4_source_has_no_path_amplitude_phase_coherence,sage-event-path-db-v1
F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_1291__path_2,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_1291,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G13,5,1291,2,stage4_joint,multipath,1,1.4,1.2,0.12,,,-8640.63341761102,-28.7603707360231,-12.8563382800761,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G13/stage4_joint_paths.csv,7f2b486dc327422a91b7992f1fe5c984443706661c13323f9fca670b362b9440,8,eligible_pending_modeling_qa,,sage-event-path-db-v1
F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_431__path_1,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_431,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G15,8,431,1,stage4_joint,los,0,0.5,0,0,,,-7960.3203125,0,0,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G15/stage4_joint_paths.csv,c6587dd2e08f379601dc0c0be72c8f358aac6b8b17dcd92cba2725cef284176e,2,eligible_pending_modeling_qa,stage4_source_has_no_path_amplitude_phase_coherence,sage-event-path-db-v1
