run_id,logical_run_key,scene_id,scene_role,prn,constellation,prn_number,tracking_channel,signal_type,sampling_rate_hz,raw_storage_mode,raw_file_relpath,tracking_file_relpath,telemetry_file_relpath,rinex_nav_relpath,trajectory_relpath,satellite_geometry_relpaths,pipeline_family,pipeline_version,experiment_namespace,context_version,parameter_set_id,code_commit,code_sha256,run_created_at_utc,source_result_relpath,source_fingerprint,ingestion_version,run_status,stage0_status,stage1_status,stage2_status,stage3_status,stage4_status,stage0_nav_symbol_count,stage0_window_count,stage1_scanned_count,stage1_candidate_count,stage2_L1_count,stage2_L2_count,stage2_L3_count,stage2_L4_count,stage2_L_ge_2_count,stage2_L_ge_3_count,stage3_reliable_event_count,stage4_joint_result_count,confirmed_event_count,confirmed_path_count,qa_status,qa_issue_count,request_id,request_sha256,qa_report_path,execution_log_path,manifest_sha256,inventory_sha256,acceptance_class,batch,context_missing_legacy,modeling_eligibility,schema_version
F1023_V70_D0117_P4__G31__ch1__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0117_P4__G31__ch1__nav_sage_v2,F1023_V70_D0117_P4,standard_scene,G31,G,31,1,GPS_L1_CA,10230000,external_storage_or_scene_local,E:\AAGNSSSDR_input\raw_data\F1023_V70_D0117_P4.bin,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0117_P4\gnss_sdr\tracking\F1023_V70_D0117_P4_track_ch_1.mat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0117_P4\gnss_sdr\telemetry\F1023_V70_D0117_P4_telemetry_ch_1.dat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0117_P4\navigation\rinex_nav\RINEXFILE.26N,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0117_P4\trajectory\F1023_V70_D0117_P4_trajectory.nmea,"[""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0117_P4\\satellite\\F1023_V70_D0117_P4_satellite_elevation_summary.csv"", ""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0117_P4\\satellite\\F1023_V70_D0117_P4_satellite_elevation_timeseries.csv""]",nav_sage_pipeline,,nav_sage_v2,1,not_recorded,,bffc123c97af77f0a797f417d3866e9a34feab7729c5c1575352f53bc3571b9c,2026-08-21T06:02:33Z,scenes/F1023_V70_D0117_P4/sage_results/nav_sage_v2/G31,f5e4964bfdac23d06e16c1a40b7237595a6cca56a3cd5252c42f8e2a778099ac,sage-event-path-db-v1/ingest-v1,complete,complete,complete,complete,complete,complete,894,892,892,116,71,25,14,6,45,20,1,1,0,0,pass,0,windows_unattended_F1023_V70_D0117_P4__G31_20260819T004818Z_011,c7ca8dad1e2e6292ab29f0e304150438b70838ad4ba354c92d226d8ecbf81371,E:\GNSS_Multipath_Project\docs\10MHz_FULL_SAGE_UNATTENDED_BATCH_20260819_QA_REPORT.md,E:\GNSS_Multipath_Project\dataset_generation_logs\batch_sage_execution\batch_sage_execution_20260821T060222Z\batch_execution_log.csv,77c20c0ed6c84fa0348db429948a8bd4900b2e8d86a6d8843b159b9a7a35cf00,af368feba90797584d7690d4927ed32de604651a5a62662f4adce348a89e4bb4,validated_only,A_pipeline_validation_batch,0,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0117_P4__G32__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0117_P4__G32__ch3__nav_sage_v2,F1023_V70_D0117_P4,standard_scene,G32,G,32,3,GPS_L1_CA,10230000,external_storage_or_scene_local,E:\AAGNSSSDR_input\raw_data\F1023_V70_D0117_P4.bin,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0117_P4\gnss_sdr\tracking\F1023_V70_D0117_P4_track_ch_3.mat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0117_P4\gnss_sdr\telemetry\F1023_V70_D0117_P4_telemetry_ch_3.dat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0117_P4\navigation\rinex_nav\RINEXFILE.26N,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0117_P4\trajectory\F1023_V70_D0117_P4_trajectory.nmea,"[""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0117_P4\\satellite\\F1023_V70_D0117_P4_satellite_elevation_summary.csv"", ""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0117_P4\\satellite\\F1023_V70_D0117_P4_satellite_elevation_timeseries.csv""]",nav_sage_pipeline,,nav_sage_v2,1,not_recorded,,bffc123c97af77f0a797f417d3866e9a34feab7729c5c1575352f53bc3571b9c,2026-08-21T07:37:52Z,scenes/F1023_V70_D0117_P4/sage_results/nav_sage_v2/G32,1e9b9735101e3630577edc1edf79eb4f5db01b6538e347c9703526b21c0b6bf0,sage-event-path-db-v1/ingest-v1,complete,complete,complete,complete,complete,complete,895,893,893,102,42,16,16,28,60,44,4,4,1,1,pass,0,windows_unattended_F1023_V70_D0117_P4__G32_20260819T004818Z_012,55ce07e127776b5620f5e18ea0e8fcadf0a4bc978a795c3b6d9736cd56ce15af,E:\GNSS_Multipath_Project\docs\10MHz_FULL_SAGE_UNATTENDED_BATCH_20260819_QA_REPORT.md,E:\GNSS_Multipath_Project\dataset_generation_logs\batch_sage_execution\batch_sage_execution_20260821T073739Z\batch_execution_log.csv,77c20c0ed6c84fa0348db429948a8bd4900b2e8d86a6d8843b159b9a7a35cf00,af368feba90797584d7690d4927ed32de604651a5a62662f4adce348a89e4bb4,validated_only,A_pipeline_validation_batch,0,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P1__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P1__G26__ch3__nav_sage_v2,F1023_V70_D0120_P1,standard_scene,G26,G,26,3,GPS_L1_CA,10230000,external_storage_or_scene_local,E:\AAGNSSSDR_input\raw_data\F1023_V70_D0120_P1.bin,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P1\gnss_sdr\tracking\F1023_V70_D0120_P1_track_ch_3.mat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P1\gnss_sdr\telemetry\F1023_V70_D0120_P1_telemetry_ch_3.dat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P1\navigation\rinex_nav\RINEXFILE.26N,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P1\trajectory\F1023_V70_D0120_P1_trajectory.nmea,"[""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0120_P1\\satellite\\F1023_V70_D0120_P1_satellite_elevation_summary.csv"", ""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0120_P1\\satellite\\F1023_V70_D0120_P1_satellite_elevation_timeseries.csv""]",nav_sage_pipeline,,nav_sage_v2,1,not_recorded,,bffc123c97af77f0a797f417d3866e9a34feab7729c5c1575352f53bc3571b9c,2026-08-21T09:22:31Z,scenes/F1023_V70_D0120_P1/sage_results/nav_sage_v2/G26,f3e115c1d3cb3dc9245850beca21afcb25c98ce5c16571bb3645b31ad4a99e30,sage-event-path-db-v1/ingest-v1,complete,complete,complete,complete,complete,complete,2611,2609,2609,111,41,11,28,31,70,59,14,8,2,2,pass,0,windows_unattended_F1023_V70_D0120_P1__G26_20260819T004818Z_013,1d97ca7e6825b256c5488625a70bca3b01e6b0b54afd2490eb7bf1b26f59b0eb,E:\GNSS_Multipath_Project\docs\10MHz_FULL_SAGE_UNATTENDED_BATCH_20260819_QA_REPORT.md,E:\GNSS_Multipath_Project\dataset_generation_logs\batch_sage_execution\batch_sage_execution_20260821T092212Z\batch_execution_log.csv,77c20c0ed6c84fa0348db429948a8bd4900b2e8d86a6d8843b159b9a7a35cf00,af368feba90797584d7690d4927ed32de604651a5a62662f4adce348a89e4bb4,validated_only,A_pipeline_validation_batch,0,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P1__G27__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P1__G27__ch8__nav_sage_v2,F1023_V70_D0120_P1,standard_scene,G27,G,27,8,GPS_L1_CA,10230000,external_storage_or_scene_local,E:\AAGNSSSDR_input\raw_data\F1023_V70_D0120_P1.bin,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P1\gnss_sdr\tracking\F1023_V70_D0120_P1_track_ch_8.mat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P1\gnss_sdr\telemetry\F1023_V70_D0120_P1_telemetry_ch_8.dat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P1\navigation\rinex_nav\RINEXFILE.26N,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P1\trajectory\F1023_V70_D0120_P1_trajectory.nmea,"[""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0120_P1\\satellite\\F1023_V70_D0120_P1_satellite_elevation_summary.csv"", ""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0120_P1\\satellite\\F1023_V70_D0120_P1_satellite_elevation_timeseries.csv""]",nav_sage_pipeline,,nav_sage_v2,1,not_recorded,,bffc123c97af77f0a797f417d3866e9a34feab7729c5c1575352f53bc3571b9c,2026-08-21T11:41:36Z,scenes/F1023_V70_D0120_P1/sage_results/nav_sage_v2/G27,f9f0d8f06ae517dd00523c7d8f85ac393a5c1845f5e218fa9973bbf3359d36ed,sage-event-path-db-v1/ingest-v1,complete,complete,complete,complete,complete,complete,2611,2609,2609,110,66,43,1,0,44,1,3,3,0,0,pass,0,windows_unattended_F1023_V70_D0120_P1__G27_20260819T004818Z_014,5be7ecdfe2b0316e789ccf72d59030ee8b10089e7d6e1ffbf833b016b0d5ad4f,E:\GNSS_Multipath_Project\docs\10MHz_FULL_SAGE_UNATTENDED_BATCH_20260819_QA_REPORT.md,E:\GNSS_Multipath_Project\dataset_generation_logs\batch_sage_execution\batch_sage_execution_20260821T114126Z\batch_execution_log.csv,77c20c0ed6c84fa0348db429948a8bd4900b2e8d86a6d8843b159b9a7a35cf00,af368feba90797584d7690d4927ed32de604651a5a62662f4adce348a89e4bb4,validated_only,A_pipeline_validation_batch,0,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P1__G29__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P1__G29__ch5__nav_sage_v2,F1023_V70_D0120_P1,standard_scene,G29,G,29,5,GPS_L1_CA,10230000,external_storage_or_scene_local,E:\AAGNSSSDR_input\raw_data\F1023_V70_D0120_P1.bin,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P1\gnss_sdr\tracking\F1023_V70_D0120_P1_track_ch_5.mat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P1\gnss_sdr\telemetry\F1023_V70_D0120_P1_telemetry_ch_5.dat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P1\navigation\rinex_nav\RINEXFILE.26N,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P1\trajectory\F1023_V70_D0120_P1_trajectory.nmea,"[""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0120_P1\\satellite\\F1023_V70_D0120_P1_satellite_elevation_summary.csv"", ""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0120_P1\\satellite\\F1023_V70_D0120_P1_satellite_elevation_timeseries.csv""]",nav_sage_pipeline,,nav_sage_v2,1,not_recorded,,bffc123c97af77f0a797f417d3866e9a34feab7729c5c1575352f53bc3571b9c,2026-08-21T13:50:44Z,scenes/F1023_V70_D0120_P1/sage_results/nav_sage_v2/G29,3edf6625b4666fd36758c3cba74afaec2cc20e67cfdeb3e545d726874c972328,sage-event-path-db-v1/ingest-v1,complete,complete,complete,complete,complete,complete,2611,2609,2609,104,44,47,12,1,60,13,8,8,3,3,pass,0,windows_unattended_F1023_V70_D0120_P1__G29_20260819T004818Z_015,adcd42fb8e6340552f662b46f40f1704ad858516abe11383a5381d2f4f4a1c72,E:\GNSS_Multipath_Project\docs\10MHz_FULL_SAGE_UNATTENDED_BATCH_20260819_QA_REPORT.md,E:\GNSS_Multipath_Project\dataset_generation_logs\batch_sage_execution\batch_sage_execution_20260821T135032Z\batch_execution_log.csv,77c20c0ed6c84fa0348db429948a8bd4900b2e8d86a6d8843b159b9a7a35cf00,af368feba90797584d7690d4927ed32de604651a5a62662f4adce348a89e4bb4,validated_only,A_pipeline_validation_batch,0,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P1__G31__ch9__nav_sage_v2,F1023_V70_D0120_P1,standard_scene,G31,G,31,9,GPS_L1_CA,10230000,external_storage_or_scene_local,E:\AAGNSSSDR_input\raw_data\F1023_V70_D0120_P1.bin,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P1\gnss_sdr\tracking\F1023_V70_D0120_P1_track_ch_9.mat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P1\gnss_sdr\telemetry\F1023_V70_D0120_P1_telemetry_ch_9.dat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P1\navigation\rinex_nav\RINEXFILE.26N,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P1\trajectory\F1023_V70_D0120_P1_trajectory.nmea,"[""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0120_P1\\satellite\\F1023_V70_D0120_P1_satellite_elevation_summary.csv"", ""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0120_P1\\satellite\\F1023_V70_D0120_P1_satellite_elevation_timeseries.csv""]",nav_sage_pipeline,,nav_sage_v2,1,not_recorded,,bffc123c97af77f0a797f417d3866e9a34feab7729c5c1575352f53bc3571b9c,2026-08-21T16:05:00Z,scenes/F1023_V70_D0120_P1/sage_results/nav_sage_v2/G31,e7e12b0b9d077936c97ecd5029d0bbee8fb331639ca34609ba55d1be919f07ce,sage-event-path-db-v1/ingest-v1,complete,complete,complete,complete,complete,complete,1111,1109,1109,111,37,42,18,14,74,32,16,8,4,4,pass,0,windows_unattended_F1023_V70_D0120_P1__G31_20260819T004818Z_016,34c8378ffb60226d3ac5789bb8eb8635a6b3797d14882a0381bcdbce7490dfb9,E:\GNSS_Multipath_Project\docs\10MHz_FULL_SAGE_UNATTENDED_BATCH_20260819_QA_REPORT.md,E:\GNSS_Multipath_Project\dataset_generation_logs\batch_sage_execution\batch_sage_execution_20260821T160449Z\batch_execution_log.csv,77c20c0ed6c84fa0348db429948a8bd4900b2e8d86a6d8843b159b9a7a35cf00,af368feba90797584d7690d4927ed32de604651a5a62662f4adce348a89e4bb4,validated_only,A_pipeline_validation_batch,0,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P5__G18__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5__G18__ch2__nav_sage_v2,F1023_V70_D0120_P5,standard_scene,G18,G,18,2,GPS_L1_CA,10230000,external_storage_or_scene_local,E:\AAGNSSSDR_input\raw_data\F1023_V70_D0120_P5.bin,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P5\gnss_sdr\tracking\F1023_V70_D0120_P5_track_ch_2.mat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P5\gnss_sdr\telemetry\F1023_V70_D0120_P5_telemetry_ch_2.dat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P5\navigation\rinex_nav\RINEXFILE.26N,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P5\trajectory\F1023_V70_D0120_P5_trajectory.nmea,"[""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0120_P5\\satellite\\F1023_V70_D0120_P5_satellite_elevation_summary.csv"", ""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0120_P5\\satellite\\F1023_V70_D0120_P5_satellite_elevation_timeseries.csv""]",nav_sage_pipeline,,nav_sage_v2,1,not_recorded,,bffc123c97af77f0a797f417d3866e9a34feab7729c5c1575352f53bc3571b9c,2026-08-21T17:41:25Z,scenes/F1023_V70_D0120_P5/sage_results/nav_sage_v2/G18,c4fce7f23678f158eea138b565e611ea47d1957ff34ba196ca071ce47344113b,sage-event-path-db-v1/ingest-v1,complete,complete,complete,complete,complete,complete,1211,1209,1209,115,34,7,6,68,81,74,4,4,1,1,pass,0,windows_unattended_F1023_V70_D0120_P5__G18_20260819T004818Z_017,78a4a72174a960e7425384313d250c59e64a4560cec7c07f9f0ab74ba1a840d1,E:\GNSS_Multipath_Project\docs\10MHz_FULL_SAGE_UNATTENDED_BATCH_20260819_QA_REPORT.md,E:\GNSS_Multipath_Project\dataset_generation_logs\batch_sage_execution\batch_sage_execution_20260821T174112Z\batch_execution_log.csv,77c20c0ed6c84fa0348db429948a8bd4900b2e8d86a6d8843b159b9a7a35cf00,af368feba90797584d7690d4927ed32de604651a5a62662f4adce348a89e4bb4,validated_only,A_pipeline_validation_batch,0,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2,F1023_V70_D0120_P5,standard_scene,G23,G,23,0,GPS_L1_CA,10230000,external_storage_or_scene_local,E:\AAGNSSSDR_input\raw_data\F1023_V70_D0120_P5.bin,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P5\gnss_sdr\tracking\F1023_V70_D0120_P5_track_ch_0.mat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P5\gnss_sdr\telemetry\F1023_V70_D0120_P5_telemetry_ch_0.dat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P5\navigation\rinex_nav\RINEXFILE.26N,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P5\trajectory\F1023_V70_D0120_P5_trajectory.nmea,"[""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0120_P5\\satellite\\F1023_V70_D0120_P5_satellite_elevation_summary.csv"", ""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0120_P5\\satellite\\F1023_V70_D0120_P5_satellite_elevation_timeseries.csv""]",nav_sage_pipeline,,nav_sage_v2,1,not_recorded,,bffc123c97af77f0a797f417d3866e9a34feab7729c5c1575352f53bc3571b9c,2026-08-21T19:27:07Z,scenes/F1023_V70_D0120_P5/sage_results/nav_sage_v2/G23,cf1c8a324c8690becdd85a62a4d75ab7f9ee7713bc610fe32638abaf71d55665,sage-event-path-db-v1/ingest-v1,complete,complete,complete,complete,complete,complete,345,339,339,89,63,18,8,0,26,8,10,8,0,0,pass,0,windows_unattended_F1023_V70_D0120_P5__G23_20260819T004818Z_018,0c0e88abf7e3ceefe72f0624aee146148d90e4c511d825d46693a90985c04ed3,E:\GNSS_Multipath_Project\docs\10MHz_FULL_SAGE_UNATTENDED_BATCH_20260819_QA_REPORT.md,E:\GNSS_Multipath_Project\dataset_generation_logs\batch_sage_execution\batch_sage_execution_20260821T192656Z\batch_execution_log.csv,77c20c0ed6c84fa0348db429948a8bd4900b2e8d86a6d8843b159b9a7a35cf00,af368feba90797584d7690d4927ed32de604651a5a62662f4adce348a89e4bb4,validated_only,A_pipeline_validation_batch,0,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2,F1023_V70_D0120_P5,standard_scene,G26,G,26,7,GPS_L1_CA,10230000,external_storage_or_scene_local,E:\AAGNSSSDR_input\raw_data\F1023_V70_D0120_P5.bin,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P5\gnss_sdr\tracking\F1023_V70_D0120_P5_track_ch_7.mat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P5\gnss_sdr\telemetry\F1023_V70_D0120_P5_telemetry_ch_7.dat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P5\navigation\rinex_nav\RINEXFILE.26N,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P5\trajectory\F1023_V70_D0120_P5_trajectory.nmea,"[""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0120_P5\\satellite\\F1023_V70_D0120_P5_satellite_elevation_summary.csv"", ""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0120_P5\\satellite\\F1023_V70_D0120_P5_satellite_elevation_timeseries.csv""]",nav_sage_pipeline,,nav_sage_v2,1,not_recorded,,bffc123c97af77f0a797f417d3866e9a34feab7729c5c1575352f53bc3571b9c,2026-08-21T20:39:57Z,scenes/F1023_V70_D0120_P5/sage_results/nav_sage_v2/G26,7d8b022cd4d8001d604b063289673fe5181f6368f7d200ec5d91e58663f190f6,sage-event-path-db-v1/ingest-v1,complete,complete,complete,complete,complete,complete,1211,1209,1209,109,39,6,0,64,70,64,13,8,2,2,pass,0,windows_unattended_F1023_V70_D0120_P5__G26_20260819T004818Z_019,44d5f26101418973ada790fca0cab93fdecd5be23b5a2ad554d242a226ad8d38,E:\GNSS_Multipath_Project\docs\10MHz_FULL_SAGE_UNATTENDED_BATCH_20260819_QA_REPORT.md,E:\GNSS_Multipath_Project\dataset_generation_logs\batch_sage_execution\batch_sage_execution_20260821T203941Z\batch_execution_log.csv,77c20c0ed6c84fa0348db429948a8bd4900b2e8d86a6d8843b159b9a7a35cf00,af368feba90797584d7690d4927ed32de604651a5a62662f4adce348a89e4bb4,validated_only,A_pipeline_validation_batch,0,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P5__G27__ch10__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5__G27__ch10__nav_sage_v2,F1023_V70_D0120_P5,standard_scene,G27,G,27,10,GPS_L1_CA,10230000,external_storage_or_scene_local,E:\AAGNSSSDR_input\raw_data\F1023_V70_D0120_P5.bin,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P5\gnss_sdr\tracking\F1023_V70_D0120_P5_track_ch_10.mat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P5\gnss_sdr\telemetry\F1023_V70_D0120_P5_telemetry_ch_10.dat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P5\navigation\rinex_nav\RINEXFILE.26N,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P5\trajectory\F1023_V70_D0120_P5_trajectory.nmea,"[""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0120_P5\\satellite\\F1023_V70_D0120_P5_satellite_elevation_summary.csv"", ""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0120_P5\\satellite\\F1023_V70_D0120_P5_satellite_elevation_timeseries.csv""]",nav_sage_pipeline,,nav_sage_v2,1,not_recorded,,bffc123c97af77f0a797f417d3866e9a34feab7729c5c1575352f53bc3571b9c,2026-08-21T22:21:42Z,scenes/F1023_V70_D0120_P5/sage_results/nav_sage_v2/G27,a8bc04fbb23ab823cb8af250c4b19dc9bcad42ff77f5e702ed3a335541ab9d23,sage-event-path-db-v1/ingest-v1,complete,complete,complete,complete,empty_valid,empty_valid,281,276,276,52,22,15,9,6,30,15,0,0,0,0,pass,0,windows_unattended_F1023_V70_D0120_P5__G27_20260819T004818Z_020,f77afb9b9c0fdb2fd61072f18744d72fedec7d54db3ee04e1df311c36abc10b0,E:\GNSS_Multipath_Project\docs\10MHz_FULL_SAGE_UNATTENDED_BATCH_20260819_QA_REPORT.md,E:\GNSS_Multipath_Project\dataset_generation_logs\batch_sage_execution\batch_sage_execution_20260821T222131Z\batch_execution_log.csv,77c20c0ed6c84fa0348db429948a8bd4900b2e8d86a6d8843b159b9a7a35cf00,af368feba90797584d7690d4927ed32de604651a5a62662f4adce348a89e4bb4,validated_only,A_pipeline_validation_batch,0,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2,F1023_V70_D0120_P7,standard_scene,G18,G,18,4,GPS_L1_CA,10230000,external_storage_or_scene_local,E:\AAGNSSSDR_input\raw_data\F1023_V70_D0120_P7.bin,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P7\gnss_sdr\tracking\F1023_V70_D0120_P7_track_ch_4.mat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P7\gnss_sdr\telemetry\F1023_V70_D0120_P7_telemetry_ch_4.dat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P7\navigation\rinex_nav\RINEXFILE.26N,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P7\trajectory\F1023_V70_D0120_P7_trajectory.nmea,"[""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0120_P7\\satellite\\F1023_V70_D0120_P7_satellite_elevation_summary.csv"", ""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0120_P7\\satellite\\F1023_V70_D0120_P7_satellite_elevation_timeseries.csv""]",nav_sage_pipeline,,nav_sage_v2,1,not_recorded,,bffc123c97af77f0a797f417d3866e9a34feab7729c5c1575352f53bc3571b9c,2026-08-21T22:54:23Z,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G18,ddaa33f360d8d448036517e29090e340555206a42caa5422daf1d6f962b0d27e,sage-event-path-db-v1/ingest-v1,complete,complete,complete,complete,complete,complete,2231,2229,2229,119,32,21,34,32,87,66,7,7,2,2,pass,0,windows_unattended_F1023_V70_D0120_P7__G18_20260819T004818Z_021,7880cfb91ff5ca0d08a64d78fbf3e3232523247422d9be3e8f8be987be822323,E:\GNSS_Multipath_Project\docs\10MHz_FULL_SAGE_UNATTENDED_BATCH_20260819_QA_REPORT.md,E:\GNSS_Multipath_Project\dataset_generation_logs\batch_sage_execution\batch_sage_execution_20260821T225411Z\batch_execution_log.csv,77c20c0ed6c84fa0348db429948a8bd4900b2e8d86a6d8843b159b9a7a35cf00,af368feba90797584d7690d4927ed32de604651a5a62662f4adce348a89e4bb4,formal_accepted_production,B_main_production_batch,0,eligible_pending_modeling_qa,sage-event-path-db-v1
