run_id,logical_run_key,scene_id,scene_role,prn,constellation,prn_number,tracking_channel,signal_type,sampling_rate_hz,raw_storage_mode,raw_file_relpath,tracking_file_relpath,telemetry_file_relpath,rinex_nav_relpath,trajectory_relpath,satellite_geometry_relpaths,pipeline_family,pipeline_version,experiment_namespace,context_version,parameter_set_id,code_commit,code_sha256,run_created_at_utc,source_result_relpath,source_fingerprint,ingestion_version,run_status,stage0_status,stage1_status,stage2_status,stage3_status,stage4_status,stage0_nav_symbol_count,stage0_window_count,stage1_scanned_count,stage1_candidate_count,stage2_L1_count,stage2_L2_count,stage2_L3_count,stage2_L4_count,stage2_L_ge_2_count,stage2_L_ge_3_count,stage3_reliable_event_count,stage4_joint_result_count,confirmed_event_count,confirmed_path_count,qa_status,qa_issue_count,request_id,request_sha256,qa_report_path,execution_log_path,manifest_sha256,inventory_sha256,acceptance_class,batch,context_missing_legacy,modeling_eligibility,schema_version
F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9__G29__ch4__nav_sage_v2,F1023_V70_D0120_P9,standard_scene,G29,G,29,4,GPS_L1_CA,10230000,external_storage_or_scene_local,E:\AAGNSSSDR_input\raw_data\F1023_V70_D0120_P9.bin,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P9\gnss_sdr\tracking\F1023_V70_D0120_P9_track_ch_4.mat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P9\gnss_sdr\telemetry\F1023_V70_D0120_P9_telemetry_ch_4.dat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P9\navigation\rinex_nav\RINEXFILE.26N,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P9\trajectory\F1023_V70_D0120_P9_trajectory.nmea,"[""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0120_P9\\satellite\\F1023_V70_D0120_P9_satellite_elevation_summary.csv"", ""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0120_P9\\satellite\\F1023_V70_D0120_P9_satellite_elevation_timeseries.csv""]",nav_sage_pipeline,,nav_sage_v2,1,not_recorded,,bffc123c97af77f0a797f417d3866e9a34feab7729c5c1575352f53bc3571b9c,2026-08-22T21:55:25Z,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G29,6b773dd43a3dacb667338283a20055c0d2bc329d14eba398d6dfc349d2dde141,sage-event-path-db-v1/ingest-v1,complete,complete,complete,complete,complete,complete,2632,2630,2630,114,42,37,22,13,72,35,9,8,1,1,pass,0,windows_unattended_F1023_V70_D0120_P9__G29_20260819T004818Z_033,52b0f64c39e08324b3d9f74dc0277d7aa8d283f07862f400f7680a5bd1ce641b,E:\GNSS_Multipath_Project\docs\10MHz_FULL_SAGE_UNATTENDED_BATCH_20260819_QA_REPORT.md,E:\GNSS_Multipath_Project\dataset_generation_logs\batch_sage_execution\batch_sage_execution_20260822T215508Z\batch_execution_log.csv,77c20c0ed6c84fa0348db429948a8bd4900b2e8d86a6d8843b159b9a7a35cf00,af368feba90797584d7690d4927ed32de604651a5a62662f4adce348a89e4bb4,validated_only,A_pipeline_validation_batch,0,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2,F1023_V70_D0120_P9,standard_scene,G31,G,31,7,GPS_L1_CA,10230000,external_storage_or_scene_local,E:\AAGNSSSDR_input\raw_data\F1023_V70_D0120_P9.bin,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P9\gnss_sdr\tracking\F1023_V70_D0120_P9_track_ch_7.mat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P9\gnss_sdr\telemetry\F1023_V70_D0120_P9_telemetry_ch_7.dat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P9\navigation\rinex_nav\RINEXFILE.26N,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P9\trajectory\F1023_V70_D0120_P9_trajectory.nmea,"[""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0120_P9\\satellite\\F1023_V70_D0120_P9_satellite_elevation_summary.csv"", ""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0120_P9\\satellite\\F1023_V70_D0120_P9_satellite_elevation_timeseries.csv""]",nav_sage_pipeline,,nav_sage_v2,1,not_recorded,,bffc123c97af77f0a797f417d3866e9a34feab7729c5c1575352f53bc3571b9c,2026-08-23T00:21:04Z,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G31,1f3f2e8a6e4e3f093267c65c9bcd0d65dc36d8de4d93b2f20261bd27749e1a81,sage-event-path-db-v1/ingest-v1,complete,complete,complete,complete,complete,complete,1732,1730,1730,97,36,20,28,13,61,41,18,8,3,3,pass,0,windows_unattended_F1023_V70_D0120_P9__G31_20260819T004818Z_034,90705c3485980966462f80139a945879f6ad957f2082c34ba0d1e3228324a6eb,E:\GNSS_Multipath_Project\docs\10MHz_FULL_SAGE_UNATTENDED_BATCH_20260819_QA_REPORT.md,E:\GNSS_Multipath_Project\dataset_generation_logs\batch_sage_execution\batch_sage_execution_20260823T002053Z\batch_execution_log.csv,77c20c0ed6c84fa0348db429948a8bd4900b2e8d86a6d8843b159b9a7a35cf00,af368feba90797584d7690d4927ed32de604651a5a62662f4adce348a89e4bb4,validated_only,A_pipeline_validation_batch,0,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2,F1023_V70_D0122_P1,standard_scene,G13,G,13,5,GPS_L1_CA,10230000,external_storage_or_scene_local,E:\AAGNSSSDR_input\raw_data\F1023_V70_D0122_P1.bin,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0122_P1\gnss_sdr\tracking\F1023_V70_D0122_P1_track_ch_5.mat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0122_P1\gnss_sdr\telemetry\F1023_V70_D0122_P1_telemetry_ch_5.dat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0122_P1\navigation\rinex_nav\RINEXFILE.26N,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0122_P1\trajectory\F1023_V70_D0122_P1_trajectory.nmea,"[""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0122_P1\\satellite\\F1023_V70_D0122_P1_satellite_elevation_summary.csv"", ""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0122_P1\\satellite\\F1023_V70_D0122_P1_satellite_elevation_timeseries.csv""]",nav_sage_pipeline,,nav_sage_v2,1,not_recorded,,bffc123c97af77f0a797f417d3866e9a34feab7729c5c1575352f53bc3571b9c,2026-08-23T02:21:16Z,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G13,071311126f8c973e0669b54eb9b7b76088f1323e0d86b68c64c7d7ed65b58192,sage-event-path-db-v1/ingest-v1,complete,complete,complete,complete,complete,complete,1331,1327,1327,114,25,25,16,48,89,64,5,5,2,2,pass,0,windows_unattended_F1023_V70_D0122_P1__G13_20260819T004818Z_035,ac70cf4b9e51db794abeb8c9394ad13b57135a1f3e9ac4ab80a8dc8c60b6500b,E:\GNSS_Multipath_Project\docs\10MHz_FULL_SAGE_UNATTENDED_BATCH_20260819_QA_REPORT.md,E:\GNSS_Multipath_Project\dataset_generation_logs\batch_sage_execution\batch_sage_execution_20260823T022105Z\batch_execution_log.csv,77c20c0ed6c84fa0348db429948a8bd4900b2e8d86a6d8843b159b9a7a35cf00,af368feba90797584d7690d4927ed32de604651a5a62662f4adce348a89e4bb4,formal_accepted_production,B_main_production_batch,0,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0122_P1__G14__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1__G14__ch9__nav_sage_v2,F1023_V70_D0122_P1,standard_scene,G14,G,14,9,GPS_L1_CA,10230000,external_storage_or_scene_local,E:\AAGNSSSDR_input\raw_data\F1023_V70_D0122_P1.bin,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0122_P1\gnss_sdr\tracking\F1023_V70_D0122_P1_track_ch_9.mat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0122_P1\gnss_sdr\telemetry\F1023_V70_D0122_P1_telemetry_ch_9.dat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0122_P1\navigation\rinex_nav\RINEXFILE.26N,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0122_P1\trajectory\F1023_V70_D0122_P1_trajectory.nmea,"[""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0122_P1\\satellite\\F1023_V70_D0122_P1_satellite_elevation_summary.csv"", ""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0122_P1\\satellite\\F1023_V70_D0122_P1_satellite_elevation_timeseries.csv""]",nav_sage_pipeline,,nav_sage_v2,1,not_recorded,,bffc123c97af77f0a797f417d3866e9a34feab7729c5c1575352f53bc3571b9c,2026-08-23T04:15:54Z,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G14,d4306206382e6660e47f10a3ce659acc123e3a4ef7caa5c5463bd5e4b873f708,sage-event-path-db-v1/ingest-v1,complete,complete,complete,complete,empty_valid,empty_valid,1183,1179,1179,71,65,6,0,0,6,0,0,0,0,0,pass,0,windows_unattended_F1023_V70_D0122_P1__G14_20260819T004818Z_036,2e2e3469bb2299249b172e602c4074ca3f22738edc57a72ef4cb451986026799,E:\GNSS_Multipath_Project\docs\10MHz_FULL_SAGE_UNATTENDED_BATCH_20260819_QA_REPORT.md,E:\GNSS_Multipath_Project\dataset_generation_logs\batch_sage_execution\batch_sage_execution_20260823T041543Z\batch_execution_log.csv,77c20c0ed6c84fa0348db429948a8bd4900b2e8d86a6d8843b159b9a7a35cf00,af368feba90797584d7690d4927ed32de604651a5a62662f4adce348a89e4bb4,formal_accepted_production,B_main_production_batch,0,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2,F1023_V70_D0122_P1,standard_scene,G15,G,15,8,GPS_L1_CA,10230000,external_storage_or_scene_local,E:\AAGNSSSDR_input\raw_data\F1023_V70_D0122_P1.bin,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0122_P1\gnss_sdr\tracking\F1023_V70_D0122_P1_track_ch_8.mat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0122_P1\gnss_sdr\telemetry\F1023_V70_D0122_P1_telemetry_ch_8.dat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0122_P1\navigation\rinex_nav\RINEXFILE.26N,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0122_P1\trajectory\F1023_V70_D0122_P1_trajectory.nmea,"[""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0122_P1\\satellite\\F1023_V70_D0122_P1_satellite_elevation_summary.csv"", ""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0122_P1\\satellite\\F1023_V70_D0122_P1_satellite_elevation_timeseries.csv""]",nav_sage_pipeline,,nav_sage_v2,1,not_recorded,,bffc123c97af77f0a797f417d3866e9a34feab7729c5c1575352f53bc3571b9c,2026-08-23T05:21:54Z,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G15,cba55570539f75f694d81741c8547bc411144e52ef05d239b539e0142b7c6144,sage-event-path-db-v1/ingest-v1,complete,complete,complete,complete,complete,complete,1631,1629,1629,109,25,17,5,62,84,67,6,6,4,4,pass,0,windows_unattended_F1023_V70_D0122_P1__G15_20260819T004818Z_037,e2cdf6e07657b59b1cc35d041fad91fa59f349080cdf3afa780b0e12d8b9eb14,E:\GNSS_Multipath_Project\docs\10MHz_FULL_SAGE_UNATTENDED_BATCH_20260819_QA_REPORT.md,E:\GNSS_Multipath_Project\dataset_generation_logs\batch_sage_execution\batch_sage_execution_20260823T052143Z\batch_execution_log.csv,77c20c0ed6c84fa0348db429948a8bd4900b2e8d86a6d8843b159b9a7a35cf00,af368feba90797584d7690d4927ed32de604651a5a62662f4adce348a89e4bb4,formal_accepted_production,B_main_production_batch,0,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2,F1023_V70_D0122_P1,standard_scene,G17,G,17,2,GPS_L1_CA,10230000,external_storage_or_scene_local,E:\AAGNSSSDR_input\raw_data\F1023_V70_D0122_P1.bin,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0122_P1\gnss_sdr\tracking\F1023_V70_D0122_P1_track_ch_2.mat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0122_P1\gnss_sdr\telemetry\F1023_V70_D0122_P1_telemetry_ch_2.dat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0122_P1\navigation\rinex_nav\RINEXFILE.26N,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0122_P1\trajectory\F1023_V70_D0122_P1_trajectory.nmea,"[""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0122_P1\\satellite\\F1023_V70_D0122_P1_satellite_elevation_summary.csv"", ""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0122_P1\\satellite\\F1023_V70_D0122_P1_satellite_elevation_timeseries.csv""]",nav_sage_pipeline,,nav_sage_v2,1,not_recorded,,bffc123c97af77f0a797f417d3866e9a34feab7729c5c1575352f53bc3571b9c,2026-08-23T07:16:39Z,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G17,f9efc4b5540df82b9301759b7109efda4bc39f18f59bc60eb139388020b5a900,sage-event-path-db-v1/ingest-v1,complete,complete,complete,complete,complete,complete,1631,1629,1629,109,27,18,7,57,82,64,9,8,7,9,pass,0,windows_unattended_F1023_V70_D0122_P1__G17_20260819T004818Z_038,c30d9df73eb5677ec55ee0cf41f9745dd3e5b5344719bf6cd16081c4afde8f14,E:\GNSS_Multipath_Project\docs\10MHz_FULL_SAGE_UNATTENDED_BATCH_20260819_QA_REPORT.md,E:\GNSS_Multipath_Project\dataset_generation_logs\batch_sage_execution\batch_sage_execution_20260823T071628Z\batch_execution_log.csv,77c20c0ed6c84fa0348db429948a8bd4900b2e8d86a6d8843b159b9a7a35cf00,af368feba90797584d7690d4927ed32de604651a5a62662f4adce348a89e4bb4,formal_accepted_production,B_main_production_batch,0,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0122_P1__G19__ch11__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1__G19__ch11__nav_sage_v2,F1023_V70_D0122_P1,standard_scene,G19,G,19,11,GPS_L1_CA,10230000,external_storage_or_scene_local,E:\AAGNSSSDR_input\raw_data\F1023_V70_D0122_P1.bin,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0122_P1\gnss_sdr\tracking\F1023_V70_D0122_P1_track_ch_11.mat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0122_P1\gnss_sdr\telemetry\F1023_V70_D0122_P1_telemetry_ch_11.dat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0122_P1\navigation\rinex_nav\RINEXFILE.26N,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0122_P1\trajectory\F1023_V70_D0122_P1_trajectory.nmea,"[""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0122_P1\\satellite\\F1023_V70_D0122_P1_satellite_elevation_summary.csv"", ""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0122_P1\\satellite\\F1023_V70_D0122_P1_satellite_elevation_timeseries.csv""]",nav_sage_pipeline,,nav_sage_v2,1,not_recorded,,bffc123c97af77f0a797f417d3866e9a34feab7729c5c1575352f53bc3571b9c,2026-08-23T09:13:21Z,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G19,a9b0312ebdb9d79002b35c52d07812c40fbb066f34a40bffd1c817e2999bcce9,sage-event-path-db-v1/ingest-v1,complete,complete,complete,complete,complete,complete,1631,1629,1629,117,22,23,22,50,95,72,1,1,1,1,pass,0,windows_unattended_F1023_V70_D0122_P1__G19_20260819T004818Z_039,afd211ed7bde55cc8f85402079bf3bbf9030faa95c0db490e00a71a66a654b54,E:\GNSS_Multipath_Project\docs\10MHz_FULL_SAGE_UNATTENDED_BATCH_20260819_QA_REPORT.md,E:\GNSS_Multipath_Project\dataset_generation_logs\batch_sage_execution\batch_sage_execution_20260823T091305Z\batch_execution_log.csv,77c20c0ed6c84fa0348db429948a8bd4900b2e8d86a6d8843b159b9a7a35cf00,af368feba90797584d7690d4927ed32de604651a5a62662f4adce348a89e4bb4,formal_accepted_production,B_main_production_batch,0,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1__G22__ch4__nav_sage_v2,F1023_V70_D0122_P1,standard_scene,G22,G,22,4,GPS_L1_CA,10230000,external_storage_or_scene_local,E:\AAGNSSSDR_input\raw_data\F1023_V70_D0122_P1.bin,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0122_P1\gnss_sdr\tracking\F1023_V70_D0122_P1_track_ch_4.mat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0122_P1\gnss_sdr\telemetry\F1023_V70_D0122_P1_telemetry_ch_4.dat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0122_P1\navigation\rinex_nav\RINEXFILE.26N,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0122_P1\trajectory\F1023_V70_D0122_P1_trajectory.nmea,"[""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0122_P1\\satellite\\F1023_V70_D0122_P1_satellite_elevation_summary.csv"", ""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0122_P1\\satellite\\F1023_V70_D0122_P1_satellite_elevation_timeseries.csv""]",nav_sage_pipeline,,nav_sage_v2,1,not_recorded,,bffc123c97af77f0a797f417d3866e9a34feab7729c5c1575352f53bc3571b9c,2026-08-23T11:01:33Z,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G22,f22a6fab553450141ae8f3fcdbfc5acc980b9624c16db7be1aac844f829d4ec7,sage-event-path-db-v1/ingest-v1,complete,complete,complete,complete,complete,complete,1631,1629,1629,107,27,24,13,43,80,56,11,8,2,2,pass,0,windows_unattended_F1023_V70_D0122_P1__G22_20260819T004818Z_040,deb5b7b42527ff4e4dd943af124de2fabdb2c8af9e2722b963e7c71d79c096da,E:\GNSS_Multipath_Project\docs\10MHz_FULL_SAGE_UNATTENDED_BATCH_20260819_QA_REPORT.md,E:\GNSS_Multipath_Project\dataset_generation_logs\batch_sage_execution\batch_sage_execution_20260823T110122Z\batch_execution_log.csv,77c20c0ed6c84fa0348db429948a8bd4900b2e8d86a6d8843b159b9a7a35cf00,af368feba90797584d7690d4927ed32de604651a5a62662f4adce348a89e4bb4,formal_accepted_production,B_main_production_batch,0,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2,F1023_V70_D0122_P1,standard_scene,G24,G,24,7,GPS_L1_CA,10230000,external_storage_or_scene_local,E:\AAGNSSSDR_input\raw_data\F1023_V70_D0122_P1.bin,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0122_P1\gnss_sdr\tracking\F1023_V70_D0122_P1_track_ch_7.mat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0122_P1\gnss_sdr\telemetry\F1023_V70_D0122_P1_telemetry_ch_7.dat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0122_P1\navigation\rinex_nav\RINEXFILE.26N,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0122_P1\trajectory\F1023_V70_D0122_P1_trajectory.nmea,"[""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0122_P1\\satellite\\F1023_V70_D0122_P1_satellite_elevation_summary.csv"", ""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0122_P1\\satellite\\F1023_V70_D0122_P1_satellite_elevation_timeseries.csv""]",nav_sage_pipeline,,nav_sage_v2,1,not_recorded,,bffc123c97af77f0a797f417d3866e9a34feab7729c5c1575352f53bc3571b9c,2026-08-23T13:03:19Z,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G24,a908a221afd2135d65ef144ccc60ffbda62bae9c44e6614ee6c84755b453e9d3,sage-event-path-db-v1/ingest-v1,complete,complete,complete,complete,complete,complete,1632,1630,1630,108,31,14,5,58,77,63,12,8,3,3,pass,0,windows_unattended_F1023_V70_D0122_P1__G24_20260819T004818Z_041,09bac603e3139d328d024a79a34b85591dcf232bb1364d6111dba8d3b5526452,E:\GNSS_Multipath_Project\docs\10MHz_FULL_SAGE_UNATTENDED_BATCH_20260819_QA_REPORT.md,E:\GNSS_Multipath_Project\dataset_generation_logs\batch_sage_execution\batch_sage_execution_20260823T130307Z\batch_execution_log.csv,77c20c0ed6c84fa0348db429948a8bd4900b2e8d86a6d8843b159b9a7a35cf00,af368feba90797584d7690d4927ed32de604651a5a62662f4adce348a89e4bb4,formal_accepted_production,B_main_production_batch,0,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0122_P2__G10__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P2__G10__ch6__nav_sage_v2,F1023_V70_D0122_P2,standard_scene,G10,G,10,6,GPS_L1_CA,10230000,external_storage_or_scene_local,E:\AAGNSSSDR_input\raw_data\F1023_V70_D0122_P2.bin,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0122_P2\gnss_sdr\tracking\F1023_V70_D0122_P2_track_ch_6.mat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0122_P2\gnss_sdr\telemetry\F1023_V70_D0122_P2_telemetry_ch_6.dat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0122_P2\navigation\rinex_nav\RINEXFILE.26N,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0122_P2\trajectory\F1023_V70_D0122_P2_trajectory.nmea,"[""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0122_P2\\satellite\\F1023_V70_D0122_P2_satellite_elevation_summary.csv"", ""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0122_P2\\satellite\\F1023_V70_D0122_P2_satellite_elevation_timeseries.csv""]",nav_sage_pipeline,,nav_sage_v2,1,not_recorded,,bffc123c97af77f0a797f417d3866e9a34feab7729c5c1575352f53bc3571b9c,2026-08-23T14:54:30Z,scenes/F1023_V70_D0122_P2/sage_results/nav_sage_v2/G10,7bc229ab74ccb78809708de80d748b89210815f813c031b8f2eb8442dc277076,sage-event-path-db-v1/ingest-v1,complete,complete,complete,complete,empty_valid,empty_valid,69,67,67,50,50,0,0,0,0,0,0,0,0,0,pass,0,windows_unattended_F1023_V70_D0122_P2__G10_20260819T004818Z_042,462f91c38ffc2fc4b91381a50947808cb6d6dfd29923c058a03015ade02cea57,E:\GNSS_Multipath_Project\docs\10MHz_FULL_SAGE_UNATTENDED_BATCH_20260819_QA_REPORT.md,E:\GNSS_Multipath_Project\dataset_generation_logs\batch_sage_execution\batch_sage_execution_20260823T145416Z\batch_execution_log.csv,77c20c0ed6c84fa0348db429948a8bd4900b2e8d86a6d8843b159b9a7a35cf00,af368feba90797584d7690d4927ed32de604651a5a62662f4adce348a89e4bb4,validated_only,A_pipeline_validation_batch,0,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0122_P2__G12__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P2__G12__ch2__nav_sage_v2,F1023_V70_D0122_P2,standard_scene,G12,G,12,2,GPS_L1_CA,10230000,external_storage_or_scene_local,E:\AAGNSSSDR_input\raw_data\F1023_V70_D0122_P2.bin,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0122_P2\gnss_sdr\tracking\F1023_V70_D0122_P2_track_ch_2.mat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0122_P2\gnss_sdr\telemetry\F1023_V70_D0122_P2_telemetry_ch_2.dat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0122_P2\navigation\rinex_nav\RINEXFILE.26N,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0122_P2\trajectory\F1023_V70_D0122_P2_trajectory.nmea,"[""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0122_P2\\satellite\\F1023_V70_D0122_P2_satellite_elevation_summary.csv"", ""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0122_P2\\satellite\\F1023_V70_D0122_P2_satellite_elevation_timeseries.csv""]",nav_sage_pipeline,,nav_sage_v2,1,not_recorded,,bffc123c97af77f0a797f417d3866e9a34feab7729c5c1575352f53bc3571b9c,2026-08-23T15:20:48Z,scenes/F1023_V70_D0122_P2/sage_results/nav_sage_v2/G12,63682c6e39428a3b22ba1c7cb5143e2e376642f08e13b3aa1f828629fb0e9987,sage-event-path-db-v1/ingest-v1,complete,complete,complete,complete,complete,complete,900,898,898,116,6,42,42,26,110,68,18,8,7,9,pass,0,windows_unattended_F1023_V70_D0122_P2__G12_20260819T004818Z_043,4dbee544c58ee6733fe2e34298dcf873e65a5d1f329744dbb962de3e1a6186d9,E:\GNSS_Multipath_Project\docs\10MHz_FULL_SAGE_UNATTENDED_BATCH_20260819_QA_REPORT.md,E:\GNSS_Multipath_Project\dataset_generation_logs\batch_sage_execution\batch_sage_execution_20260823T152034Z\batch_execution_log.csv,77c20c0ed6c84fa0348db429948a8bd4900b2e8d86a6d8843b159b9a7a35cf00,af368feba90797584d7690d4927ed32de604651a5a62662f4adce348a89e4bb4,validated_only,A_pipeline_validation_batch,0,eligible_pending_modeling_qa,sage-event-path-db-v1
