event_id,run_id,logical_run_key,scene_id,prn,tracking_channel,center_window_id,recording_time_s,stage2_L,joint_selected_L,joint_multipath_count,joint_rss,joint_bic,snapshot_wins_vs_L1,minimum_multipath_power_db,maximum_relative_doppler_hz,maximum_coherence,joint_valid,event_status,label_rule_version,source_file,source_file_sha256,source_row_number,request_id,qa_status,modeling_eligibility,schema_version
F1023_V70_D0120_P1__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_2582,F1023_V70_D0120_P1__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P1__G26__ch3__nav_sage_v2,F1023_V70_D0120_P1,G26,3,2582,88.7480000977517,4,1,0,1012134.28056977,-21658.7639124703,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P1/sage_results/nav_sage_v2/G26/stage4_joint_summary.csv,b19b3ae5844aa7daaf6d8282e211ed91c08d4d3148efef6ecee163213ee22d71,6,windows_unattended_F1023_V70_D0120_P1__G26_20260819T004818Z_013,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P1__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_2583,F1023_V70_D0120_P1__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P1__G26__ch3__nav_sage_v2,F1023_V70_D0120_P1,G26,3,2583,88.7680001955034,4,1,0,1012573.50738153,-20771.0722897093,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P1/sage_results/nav_sage_v2/G26/stage4_joint_summary.csv,b19b3ae5844aa7daaf6d8282e211ed91c08d4d3148efef6ecee163213ee22d71,7,windows_unattended_F1023_V70_D0120_P1__G26_20260819T004818Z_013,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P1__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_597,F1023_V70_D0120_P1__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P1__G26__ch3__nav_sage_v2,F1023_V70_D0120_P1,G26,3,597,49.0478704789834,3,1,0,1013790.13543387,-18314.2365652672,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P1/sage_results/nav_sage_v2/G26/stage4_joint_summary.csv,b19b3ae5844aa7daaf6d8282e211ed91c08d4d3148efef6ecee163213ee22d71,8,windows_unattended_F1023_V70_D0120_P1__G26_20260819T004818Z_013,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P1__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_598,F1023_V70_D0120_P1__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P1__G26__ch3__nav_sage_v2,F1023_V70_D0120_P1,G26,3,598,49.0678705767351,3,1,0,1013639.75905463,-18617.7440486228,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P1/sage_results/nav_sage_v2/G26/stage4_joint_summary.csv,b19b3ae5844aa7daaf6d8282e211ed91c08d4d3148efef6ecee163213ee22d71,9,windows_unattended_F1023_V70_D0120_P1__G26_20260819T004818Z_013,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P1__G27__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_429,F1023_V70_D0120_P1__G27__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P1__G27__ch8__nav_sage_v2,F1023_V70_D0120_P1,G27,8,429,45.6987320625611,2,1,0,1022033.04045498,-1745.92549147922,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P1/sage_results/nav_sage_v2/G27/stage4_joint_summary.csv,a784afa8dfa3b0254bb8ea4fdfe8fc9203198de1b38b2f56669ebde7fdfb317d,2,windows_unattended_F1023_V70_D0120_P1__G27_20260819T004818Z_014,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P1__G27__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_430,F1023_V70_D0120_P1__G27__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P1__G27__ch8__nav_sage_v2,F1023_V70_D0120_P1,G27,8,430,45.7187320625611,2,1,0,1021994.08862083,-1823.90435149826,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P1/sage_results/nav_sage_v2/G27/stage4_joint_summary.csv,a784afa8dfa3b0254bb8ea4fdfe8fc9203198de1b38b2f56669ebde7fdfb317d,3,windows_unattended_F1023_V70_D0120_P1__G27_20260819T004818Z_014,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P1__G27__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_431,F1023_V70_D0120_P1__G27__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P1__G27__ch8__nav_sage_v2,F1023_V70_D0120_P1,G27,8,431,45.7387321603128,2,1,0,1021944.55704248,-1923.06741545307,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P1/sage_results/nav_sage_v2/G27/stage4_joint_summary.csv,a784afa8dfa3b0254bb8ea4fdfe8fc9203198de1b38b2f56669ebde7fdfb317d,4,windows_unattended_F1023_V70_D0120_P1__G27_20260819T004818Z_014,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P1__G29__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_1216,F1023_V70_D0120_P1__G29__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P1__G29__ch5__nav_sage_v2,F1023_V70_D0120_P1,G29,5,1216,61.4350205278592,2,1,0,1020747.88766177,-4320.28177766694,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P1/sage_results/nav_sage_v2/G29/stage4_joint_summary.csv,080b1e7dfa7810642e68e7ecaf831da604506669b9832b013d327760da32786a,2,windows_unattended_F1023_V70_D0120_P1__G29_20260819T004818Z_015,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P1__G29__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_1217,F1023_V70_D0120_P1__G29__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P1__G29__ch5__nav_sage_v2,F1023_V70_D0120_P1,G29,5,1217,61.4550206256109,2,1,0,1020828.86388272,-4157.97845205005,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P1/sage_results/nav_sage_v2/G29/stage4_joint_summary.csv,080b1e7dfa7810642e68e7ecaf831da604506669b9832b013d327760da32786a,3,windows_unattended_F1023_V70_D0120_P1__G29_20260819T004818Z_015,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P1__G29__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_1218,F1023_V70_D0120_P1__G29__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P1__G29__ch5__nav_sage_v2,F1023_V70_D0120_P1,G29,5,1218,61.4750207233627,2,2,1,1020853.60254638,-3934.01972860212,5,1.99172158788203,1.18569544442107,0.885455388465278,1,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P1/sage_results/nav_sage_v2/G29/stage4_joint_summary.csv,080b1e7dfa7810642e68e7ecaf831da604506669b9832b013d327760da32786a,4,windows_unattended_F1023_V70_D0120_P1__G29_20260819T004818Z_015,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P1__G29__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_1646,F1023_V70_D0120_P1__G29__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P1__G29__ch5__nav_sage_v2,F1023_V70_D0120_P1,G29,5,1646,70.0350635386119,2,1,0,1020454.56170547,-4908.31253464216,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P1/sage_results/nav_sage_v2/G29/stage4_joint_summary.csv,080b1e7dfa7810642e68e7ecaf831da604506669b9832b013d327760da32786a,5,windows_unattended_F1023_V70_D0120_P1__G29_20260819T004818Z_015,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P1__G29__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_2098,F1023_V70_D0120_P1__G29__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P1__G29__ch5__nav_sage_v2,F1023_V70_D0120_P1,G29,5,2098,79.0751086021505,2,1,0,1020693.3013063,-4429.698285899,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P1/sage_results/nav_sage_v2/G29/stage4_joint_summary.csv,080b1e7dfa7810642e68e7ecaf831da604506669b9832b013d327760da32786a,6,windows_unattended_F1023_V70_D0120_P1__G29_20260819T004818Z_015,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P1__G29__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_2100,F1023_V70_D0120_P1__G29__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P1__G29__ch5__nav_sage_v2,F1023_V70_D0120_P1,G29,5,2100,79.115108797654,2,1,0,1020626.64316825,-4563.32021113343,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P1/sage_results/nav_sage_v2/G29/stage4_joint_summary.csv,080b1e7dfa7810642e68e7ecaf831da604506669b9832b013d327760da32786a,7,windows_unattended_F1023_V70_D0120_P1__G29_20260819T004818Z_015,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P1__G29__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_2593,F1023_V70_D0120_P1__G29__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P1__G29__ch5__nav_sage_v2,F1023_V70_D0120_P1,G29,5,2593,88.9751580645161,2,2,1,1019768.31572657,-6110.31414435413,5,-8.37792084097364,19.6643020952852,0.677380792036577,1,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P1/sage_results/nav_sage_v2/G29/stage4_joint_summary.csv,080b1e7dfa7810642e68e7ecaf831da604506669b9832b013d327760da32786a,8,windows_unattended_F1023_V70_D0120_P1__G29_20260819T004818Z_015,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P1__G29__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_2594,F1023_V70_D0120_P1__G29__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P1__G29__ch5__nav_sage_v2,F1023_V70_D0120_P1,G29,5,2594,88.9951582600196,2,2,1,1019651.4056948,-6344.88863899737,5,-2.10703189943137,4.66430209528517,0.860949588599178,1,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P1/sage_results/nav_sage_v2/G29/stage4_joint_summary.csv,080b1e7dfa7810642e68e7ecaf831da604506669b9832b013d327760da32786a,9,windows_unattended_F1023_V70_D0120_P1__G29_20260819T004818Z_015,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_540,F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P1__G31__ch9__nav_sage_v2,F1023_V70_D0120_P1,G31,9,540,77.9152038123167,3,1,0,1018097.483665,-9639.69413551771,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P1/sage_results/nav_sage_v2/G31/stage4_joint_summary.csv,e69347f2b0fc71883a1a88b43a1ebcd6351d4ad4d209b6bf366274944deb865d,2,windows_unattended_F1023_V70_D0120_P1__G31_20260819T004818Z_016,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_783,F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P1__G31__ch9__nav_sage_v2,F1023_V70_D0120_P1,G31,9,783,82.775228054741,3,1,0,1016162.92659868,-13531.1378572065,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P1/sage_results/nav_sage_v2/G31/stage4_joint_summary.csv,e69347f2b0fc71883a1a88b43a1ebcd6351d4ad4d209b6bf366274944deb865d,3,windows_unattended_F1023_V70_D0120_P1__G31_20260819T004818Z_016,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_784,F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P1__G31__ch9__nav_sage_v2,F1023_V70_D0120_P1,G31,9,784,82.7952281524927,3,2,1,1015912.43896557,-13861.1692523481,5,-10.2137455218284,12.8859841776266,0.804756552539264,1,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P1/sage_results/nav_sage_v2/G31/stage4_joint_summary.csv,e69347f2b0fc71883a1a88b43a1ebcd6351d4ad4d209b6bf366274944deb865d,4,windows_unattended_F1023_V70_D0120_P1__G31_20260819T004818Z_016,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_785,F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P1__G31__ch9__nav_sage_v2,F1023_V70_D0120_P1,G31,9,785,82.8152282502444,3,1,0,1016582.06430346,-12687.3962565815,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P1/sage_results/nav_sage_v2/G31/stage4_joint_summary.csv,e69347f2b0fc71883a1a88b43a1ebcd6351d4ad4d209b6bf366274944deb865d,5,windows_unattended_F1023_V70_D0120_P1__G31_20260819T004818Z_016,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_157,F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P1__G31__ch9__nav_sage_v2,F1023_V70_D0120_P1,G31,9,157,70.2551654936461,2,1,0,1016172.15409953,-13512.5587686245,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P1/sage_results/nav_sage_v2/G31/stage4_joint_summary.csv,e69347f2b0fc71883a1a88b43a1ebcd6351d4ad4d209b6bf366274944deb865d,6,windows_unattended_F1023_V70_D0120_P1__G31_20260819T004818Z_016,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_469,F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P1__G31__ch9__nav_sage_v2,F1023_V70_D0120_P1,G31,9,469,76.4951966764418,2,2,1,1021173.75530821,-3292.46852357581,5,-6.12322208384473,21.3110635970042,0.598128014826946,1,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P1/sage_results/nav_sage_v2/G31/stage4_joint_summary.csv,e69347f2b0fc71883a1a88b43a1ebcd6351d4ad4d209b6bf366274944deb865d,7,windows_unattended_F1023_V70_D0120_P1__G31_20260819T004818Z_016,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_471,F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P1__G31__ch9__nav_sage_v2,F1023_V70_D0120_P1,G31,9,471,76.5351968719453,2,2,1,1021078.89575269,-3482.53575216339,5,-4.88615542102219,17.1372299111135,0.672857903383028,1,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P1/sage_results/nav_sage_v2/G31/stage4_joint_summary.csv,e69347f2b0fc71883a1a88b43a1ebcd6351d4ad4d209b6bf366274944deb865d,8,windows_unattended_F1023_V70_D0120_P1__G31_20260819T004818Z_016,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_594,F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P1__G31__ch9__nav_sage_v2,F1023_V70_D0120_P1,G31,9,594,78.9952091886608,2,2,1,1020289.40833195,-5065.09323591726,5,-6.06877775185129,31.0233485932058,0.416364914308478,1,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P1/sage_results/nav_sage_v2/G31/stage4_joint_summary.csv,e69347f2b0fc71883a1a88b43a1ebcd6351d4ad4d209b6bf366274944deb865d,9,windows_unattended_F1023_V70_D0120_P1__G31_20260819T004818Z_016,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P5__G18__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1086,F1023_V70_D0120_P5__G18__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5__G18__ch2__nav_sage_v2,F1023_V70_D0120_P5,G18,2,1086,59.5366983382209,4,1,0,1012037.68173353,-21854.0449683985,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P5/sage_results/nav_sage_v2/G18/stage4_joint_summary.csv,b07b96a5cce442ce9b4543f62ef2615d7b329907896818b34334aff13c8d4417,2,windows_unattended_F1023_V70_D0120_P5__G18_20260819T004818Z_017,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P5__G18__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1087,F1023_V70_D0120_P5__G18__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5__G18__ch2__nav_sage_v2,F1023_V70_D0120_P5,G18,2,1087,59.5566984359726,4,1,0,1012130.52765313,-21666.3503383257,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P5/sage_results/nav_sage_v2/G18/stage4_joint_summary.csv,b07b96a5cce442ce9b4543f62ef2615d7b329907896818b34334aff13c8d4417,3,windows_unattended_F1023_V70_D0120_P5__G18_20260819T004818Z_017,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P5__G18__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1088,F1023_V70_D0120_P5__G18__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5__G18__ch2__nav_sage_v2,F1023_V70_D0120_P5,G18,2,1088,59.5766984359726,4,1,0,1011871.45289412,-22190.1314066563,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P5/sage_results/nav_sage_v2/G18/stage4_joint_summary.csv,b07b96a5cce442ce9b4543f62ef2615d7b329907896818b34334aff13c8d4417,4,windows_unattended_F1023_V70_D0120_P5__G18_20260819T004818Z_017,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P5__G18__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_874,F1023_V70_D0120_P5__G18__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5__G18__ch2__nav_sage_v2,F1023_V70_D0120_P5,G18,2,874,55.2966860215054,2,2,1,1012051.24129635,-21652.2555073066,5,-7.85419886106737,9.66430209528517,0.845610298553155,1,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P5/sage_results/nav_sage_v2/G18/stage4_joint_summary.csv,b07b96a5cce442ce9b4543f62ef2615d7b329907896818b34334aff13c8d4417,5,windows_unattended_F1023_V70_D0120_P5__G18_20260819T004818Z_017,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_178,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2,F1023_V70_D0120_P5,G23,0,178,53.3878809384164,2,1,0,1019208.96456424,-7407.24633910991,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P5/sage_results/nav_sage_v2/G23/stage4_joint_summary.csv,5235ed59b68fe935f19448f0e38669d3f86d3b9980292c4778d32c1cbb8a1c66,2,windows_unattended_F1023_V70_D0120_P5__G23_20260819T004818Z_018,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_16,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2,F1023_V70_D0120_P5,G23,0,16,50.1478775171066,2,1,0,1020862.67664841,-4090.21021454109,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P5/sage_results/nav_sage_v2/G23/stage4_joint_summary.csv,5235ed59b68fe935f19448f0e38669d3f86d3b9980292c4778d32c1cbb8a1c66,3,windows_unattended_F1023_V70_D0120_P5__G23_20260819T004818Z_018,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_17,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2,F1023_V70_D0120_P5,G23,0,17,50.1678775171065,2,1,0,1020572.28210614,-4672.29805912694,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P5/sage_results/nav_sage_v2/G23/stage4_joint_summary.csv,5235ed59b68fe935f19448f0e38669d3f86d3b9980292c4778d32c1cbb8a1c66,4,windows_unattended_F1023_V70_D0120_P5__G23_20260819T004818Z_018,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_18,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2,F1023_V70_D0120_P5,G23,0,18,50.1878776148583,2,1,0,1020454.33117421,-4908.77474729896,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P5/sage_results/nav_sage_v2/G23/stage4_joint_summary.csv,5235ed59b68fe935f19448f0e38669d3f86d3b9980292c4778d32c1cbb8a1c66,5,windows_unattended_F1023_V70_D0120_P5__G23_20260819T004818Z_018,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_65,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2,F1023_V70_D0120_P5,G23,0,65,51.1278785923754,2,1,0,1021680.49420204,-2451.80684758089,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P5/sage_results/nav_sage_v2/G23/stage4_joint_summary.csv,5235ed59b68fe935f19448f0e38669d3f86d3b9980292c4778d32c1cbb8a1c66,6,windows_unattended_F1023_V70_D0120_P5__G23_20260819T004818Z_018,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_66,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2,F1023_V70_D0120_P5,G23,0,66,51.1478785923754,2,1,0,1021607.09488275,-2598.80035758751,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P5/sage_results/nav_sage_v2/G23/stage4_joint_summary.csv,5235ed59b68fe935f19448f0e38669d3f86d3b9980292c4778d32c1cbb8a1c66,7,windows_unattended_F1023_V70_D0120_P5__G23_20260819T004818Z_018,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_67,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2,F1023_V70_D0120_P5,G23,0,67,51.1678785923754,2,1,0,1021410.98990349,-2991.58277276069,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P5/sage_results/nav_sage_v2/G23/stage4_joint_summary.csv,5235ed59b68fe935f19448f0e38669d3f86d3b9980292c4778d32c1cbb8a1c66,8,windows_unattended_F1023_V70_D0120_P5__G23_20260819T004818Z_018,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_84,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2,F1023_V70_D0120_P5,G23,0,84,51.5078789833822,2,1,0,1019596.05259274,-6630.33819031947,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P5/sage_results/nav_sage_v2/G23/stage4_joint_summary.csv,5235ed59b68fe935f19448f0e38669d3f86d3b9980292c4778d32c1cbb8a1c66,9,windows_unattended_F1023_V70_D0120_P5__G23_20260819T004818Z_018,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_122,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2,F1023_V70_D0120_P5,G26,7,122,40.2558809384164,4,1,0,1011526.43701565,-22887.8710827843,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P5/sage_results/nav_sage_v2/G26/stage4_joint_summary.csv,562137081f1d419e22ce692f10798b4a006c339640e776c32f0f6bd708b04c4a,2,windows_unattended_F1023_V70_D0120_P5__G26_20260819T004818Z_019,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
