event_id,run_id,logical_run_key,scene_id,prn,tracking_channel,center_window_id,recording_time_s,stage2_L,joint_selected_L,joint_multipath_count,joint_rss,joint_bic,snapshot_wins_vs_L1,minimum_multipath_power_db,maximum_relative_doppler_hz,maximum_coherence,joint_valid,event_status,label_rule_version,source_file,source_file_sha256,source_row_number,request_id,qa_status,modeling_eligibility,schema_version
F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_755,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2,F1023_V70_D0120_P9,G27,5,755,75.6182045943304,2,2,1,1020195.45551896,-5253.50674383164,5,-3.66764242118774,54.7545501803038,0.056924085492033,1,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G27/stage4_joint_summary.csv,8b2495f4959315030fc40227363eb5b86e6e420c0a4ace5fcc1cd50df9b78c6d,7,windows_unattended_F1023_V70_D0120_P9__G27_20260819T004818Z_031,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_757,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2,F1023_V70_D0120_P9,G27,5,757,75.6582045943304,2,2,1,1020134.61321814,-5375.52949829881,5,-5.19406710915628,58.8072704798321,0.0962230620462999,1,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G27/stage4_joint_summary.csv,8b2495f4959315030fc40227363eb5b86e6e420c0a4ace5fcc1cd50df9b78c6d,8,windows_unattended_F1023_V70_D0120_P9__G27_20260819T004818Z_031,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_796,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2,F1023_V70_D0120_P9,G27,5,796,76.4382055718475,2,2,1,1020337.46702395,-4968.72276757238,5,-4.71354633880288,60.3353163244287,0.115344103383339,1,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G27/stage4_joint_summary.csv,8b2495f4959315030fc40227363eb5b86e6e420c0a4ace5fcc1cd50df9b78c6d,9,windows_unattended_F1023_V70_D0120_P9__G27_20260819T004818Z_031,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P9__G28__ch11__nav_sage_v2__ingestion_20260825_event_path_v1__event_592,F1023_V70_D0120_P9__G28__ch11__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9__G28__ch11__nav_sage_v2,F1023_V70_D0120_P9,G28,11,592,60.3639391006843,2,1,0,1020945.29834973,-3924.62755146447,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G28/stage4_joint_summary.csv,aad1f0f27436f7a6b3c43d500bcf22ffd6945fa74fb205e2e163df2d6bd280c4,2,windows_unattended_F1023_V70_D0120_P9__G28_20260819T004818Z_032,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_1305,F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9__G29__ch4__nav_sage_v2,F1023_V70_D0120_P9,G29,4,1305,56.6177802541544,3,1,0,1018928.75207181,-7969.83321284836,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G29/stage4_joint_summary.csv,e0df99d7decb9938f3b0a68c5c56bdad0ae4cfab8dbf20a3c9fff217e37b5c5f,2,windows_unattended_F1023_V70_D0120_P9__G29_20260819T004818Z_033,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_1306,F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9__G29__ch4__nav_sage_v2,F1023_V70_D0120_P9,G29,4,1306,56.6377803519062,3,1,0,1018850.38101916,-8127.20765171025,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G29/stage4_joint_summary.csv,e0df99d7decb9938f3b0a68c5c56bdad0ae4cfab8dbf20a3c9fff217e37b5c5f,3,windows_unattended_F1023_V70_D0120_P9__G29_20260819T004818Z_033,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_2559,F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9__G29__ch4__nav_sage_v2,F1023_V70_D0120_P9,G29,4,2559,81.6979092864125,3,1,0,1018125.38199679,-9583.62955848719,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G29/stage4_joint_summary.csv,e0df99d7decb9938f3b0a68c5c56bdad0ae4cfab8dbf20a3c9fff217e37b5c5f,4,windows_unattended_F1023_V70_D0120_P9__G29_20260819T004818Z_033,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_494,F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9__G29__ch4__nav_sage_v2,F1023_V70_D0120_P9,G29,4,494,40.3976967741935,2,1,0,1016748.29479214,-12352.8637207627,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G29/stage4_joint_summary.csv,e0df99d7decb9938f3b0a68c5c56bdad0ae4cfab8dbf20a3c9fff217e37b5c5f,5,windows_unattended_F1023_V70_D0120_P9__G29_20260819T004818Z_033,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_495,F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9__G29__ch4__nav_sage_v2,F1023_V70_D0120_P9,G29,4,495,40.4176968719453,2,1,0,1016940.59405462,-11965.9369942876,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G29/stage4_joint_summary.csv,e0df99d7decb9938f3b0a68c5c56bdad0ae4cfab8dbf20a3c9fff217e37b5c5f,6,windows_unattended_F1023_V70_D0120_P9__G29_20260819T004818Z_033,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_559,F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9__G29__ch4__nav_sage_v2,F1023_V70_D0120_P9,G29,4,559,41.6977034213099,2,1,0,1017240.10093307,-11363.4427525111,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G29/stage4_joint_summary.csv,e0df99d7decb9938f3b0a68c5c56bdad0ae4cfab8dbf20a3c9fff217e37b5c5f,7,windows_unattended_F1023_V70_D0120_P9__G29_20260819T004818Z_033,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_560,F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9__G29__ch4__nav_sage_v2,F1023_V70_D0120_P9,G29,4,560,41.7177035190616,2,2,1,1017201.54371155,-11266.6185422495,5,-7.17440666457061,10.8005277008997,0.819799524223558,1,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G29/stage4_joint_summary.csv,e0df99d7decb9938f3b0a68c5c56bdad0ae4cfab8dbf20a3c9fff217e37b5c5f,8,windows_unattended_F1023_V70_D0120_P9__G29_20260819T004818Z_033,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_2539,F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9__G29__ch4__nav_sage_v2,F1023_V70_D0120_P9,G29,4,2539,81.2979072336266,2,1,0,1020831.41100514,-4152.87337895163,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G29/stage4_joint_summary.csv,e0df99d7decb9938f3b0a68c5c56bdad0ae4cfab8dbf20a3c9fff217e37b5c5f,9,windows_unattended_F1023_V70_D0120_P9__G29_20260819T004818Z_033,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_1476,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2,F1023_V70_D0120_P9,G31,7,1476,78.0380546432063,4,2,1,1016539.42023831,-12598.8478655758,5,-3.04538863839837,12.3993980751402,0.787689332131989,1,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G31/stage4_joint_summary.csv,6af772efb0beca97809ccc4891cedbbca8882379b8214cf03263f805585748b4,2,windows_unattended_F1023_V70_D0120_P9__G31_20260819T004818Z_034,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_1477,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2,F1023_V70_D0120_P9,G31,7,1477,78.0580548387097,4,1,0,1016961.1909095,-11924.498252863,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G31/stage4_joint_summary.csv,6af772efb0beca97809ccc4891cedbbca8882379b8214cf03263f805585748b4,3,windows_unattended_F1023_V70_D0120_P9__G31_20260819T004818Z_034,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_1478,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2,F1023_V70_D0120_P9,G31,7,1478,78.0780549364614,4,1,0,1017015.80699793,-11814.620395755,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G31/stage4_joint_summary.csv,6af772efb0beca97809ccc4891cedbbca8882379b8214cf03263f805585748b4,4,windows_unattended_F1023_V70_D0120_P9__G31_20260819T004818Z_034,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_449,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2,F1023_V70_D0120_P9,G31,7,449,57.4979465298143,3,2,1,1016662.47287664,-12351.1934647153,5,0.339070822741958,0.157565694562436,0.899887548181626,1,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G31/stage4_joint_summary.csv,6af772efb0beca97809ccc4891cedbbca8882379b8214cf03263f805585748b4,5,windows_unattended_F1023_V70_D0120_P9__G31_20260819T004818Z_034,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_450,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2,F1023_V70_D0120_P9,G31,7,450,57.517946627566,3,1,0,1017025.34949447,-11795.4231952974,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G31/stage4_joint_summary.csv,6af772efb0beca97809ccc4891cedbbca8882379b8214cf03263f805585748b4,6,windows_unattended_F1023_V70_D0120_P9__G31_20260819T004818Z_034,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_451,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2,F1023_V70_D0120_P9,G31,7,451,57.5379468230694,3,2,1,1016721.17166244,-12233.0674867777,5,-3.07705977175952,9.66725244302143,0.82067468060603,1,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G31/stage4_joint_summary.csv,6af772efb0beca97809ccc4891cedbbca8882379b8214cf03263f805585748b4,7,windows_unattended_F1023_V70_D0120_P9__G31_20260819T004818Z_034,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_1062,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2,F1023_V70_D0120_P9,G31,7,1062,69.7580110459433,3,1,0,1017810.18159961,-10217.1466788846,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G31/stage4_joint_summary.csv,6af772efb0beca97809ccc4891cedbbca8882379b8214cf03263f805585748b4,8,windows_unattended_F1023_V70_D0120_P9__G31_20260819T004818Z_034,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_1063,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2,F1023_V70_D0120_P9,G31,7,1063,69.778011143695,3,1,0,1017965.89800493,-9904.14981335802,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G31/stage4_joint_summary.csv,6af772efb0beca97809ccc4891cedbbca8882379b8214cf03263f805585748b4,9,windows_unattended_F1023_V70_D0120_P9__G31_20260819T004818Z_034,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_67,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2,F1023_V70_D0122_P1,G13,5,67,29.5502829912023,4,1,0,1015285.87158174,-15297.8126340944,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G13/stage4_joint_summary.csv,0b7a746c040f99f9e57d99e0d94ac24c5705222b82688715d4521c49557c7195,2,windows_unattended_F1023_V70_D0122_P1__G13_20260819T004818Z_035,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_68,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2,F1023_V70_D0122_P1,G13,5,68,29.5702830889541,4,1,0,1015357.8802591,-15152.706183186,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G13/stage4_joint_summary.csv,0b7a746c040f99f9e57d99e0d94ac24c5705222b82688715d4521c49557c7195,3,windows_unattended_F1023_V70_D0122_P1__G13_20260819T004818Z_035,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_69,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2,F1023_V70_D0122_P1,G13,5,69,29.5902831867058,4,2,1,1015068.44705917,-15561.6358119015,5,-5.73621193729134,10.3356979047148,0.825279484347463,1,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G13/stage4_joint_summary.csv,0b7a746c040f99f9e57d99e0d94ac24c5705222b82688715d4521c49557c7195,4,windows_unattended_F1023_V70_D0122_P1__G13_20260819T004818Z_035,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_208,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2,F1023_V70_D0122_P1,G13,5,208,32.3702983382209,2,1,0,1013661.34259344,-18574.1788176158,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G13/stage4_joint_summary.csv,0b7a746c040f99f9e57d99e0d94ac24c5705222b82688715d4521c49557c7195,5,windows_unattended_F1023_V70_D0122_P1__G13_20260819T004818Z_035,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_1291,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2,F1023_V70_D0122_P1,G13,5,1291,60.0704495601173,2,2,1,1014197.4010608,-17318.0939159581,5,-12.8563382800761,28.7603707360231,0.469893156733246,1,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G13/stage4_joint_summary.csv,0b7a746c040f99f9e57d99e0d94ac24c5705222b82688715d4521c49557c7195,6,windows_unattended_F1023_V70_D0122_P1__G13_20260819T004818Z_035,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_431,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2,F1023_V70_D0122_P1,G15,8,431,36.8260485826002,4,2,1,1006637.27847519,-32626.7019179234,5,-19.1617004204488,22.5532405675585,0.593061218628972,1,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G15/stage4_joint_summary.csv,0de423c304abca2f6a3190c7bb916129adf1ae9528450e0ad4a145923c6a191b,2,windows_unattended_F1023_V70_D0122_P1__G15_20260819T004818Z_037,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_432,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2,F1023_V70_D0122_P1,G15,8,432,36.8460486803519,4,1,0,1006903.16084942,-32260.7415449207,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G15/stage4_joint_summary.csv,0de423c304abca2f6a3190c7bb916129adf1ae9528450e0ad4a145923c6a191b,3,windows_unattended_F1023_V70_D0122_P1__G15_20260819T004818Z_037,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_433,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2,F1023_V70_D0122_P1,G15,8,433,36.8660487781036,4,2,1,1007416.03817657,-31044.4772416795,5,-14.5129577264719,22.2655962747403,0.629192746658775,1,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G15/stage4_joint_summary.csv,0de423c304abca2f6a3190c7bb916129adf1ae9528450e0ad4a145923c6a191b,4,windows_unattended_F1023_V70_D0122_P1__G15_20260819T004818Z_037,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_1585,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2,F1023_V70_D0122_P1,G15,8,1585,59.9061650048876,4,2,1,1005949.99028051,-34024.0989131263,5,-17.4266250027851,16.4732050805305,0.732173683580185,1,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G15/stage4_joint_summary.csv,0de423c304abca2f6a3190c7bb916129adf1ae9528450e0ad4a145923c6a191b,5,windows_unattended_F1023_V70_D0122_P1__G15_20260819T004818Z_037,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_1586,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2,F1023_V70_D0122_P1,G15,8,1586,59.9261651026393,4,1,0,1005709.76108426,-34687.1357900164,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G15/stage4_joint_summary.csv,0de423c304abca2f6a3190c7bb916129adf1ae9528450e0ad4a145923c6a191b,6,windows_unattended_F1023_V70_D0122_P1__G15_20260819T004818Z_037,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_1587,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2,F1023_V70_D0122_P1,G15,8,1587,59.946165200391,4,2,1,1005243.45467561,-35461.625383521,5,-6.59429080239482,1.41481112643487,0.880156240855645,1,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G15/stage4_joint_summary.csv,0de423c304abca2f6a3190c7bb916129adf1ae9528450e0ad4a145923c6a191b,7,windows_unattended_F1023_V70_D0122_P1__G15_20260819T004818Z_037,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1428,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2,F1023_V70_D0122_P1,G17,2,1428,56.7695744868035,4,2,1,1008701.73392686,-28434.9730767164,5,-9.96077344323427,15.1636665906608,0.753901692934645,1,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G17/stage4_joint_summary.csv,b22bd75d48c6cbb8d3167353405d44a8d64e65e0ea41fdd42acea0cf398672a9,2,windows_unattended_F1023_V70_D0122_P1__G17_20260819T004818Z_038,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1592,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2,F1023_V70_D0122_P1,G17,2,1592,60.0495852394917,4,1,0,1010230.52824712,-25510.7676515435,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G17/stage4_joint_summary.csv,b22bd75d48c6cbb8d3167353405d44a8d64e65e0ea41fdd42acea0cf398672a9,3,windows_unattended_F1023_V70_D0122_P1__G17_20260819T004818Z_038,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1318,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2,F1023_V70_D0122_P1,G17,2,1318,54.5695673509286,2,2,1,1009286.28727952,-27249.6378017667,5,-14.565165401336,76.8938578239913,0.13516239080721,1,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G17/stage4_joint_summary.csv,b22bd75d48c6cbb8d3167353405d44a8d64e65e0ea41fdd42acea0cf398672a9,4,windows_unattended_F1023_V70_D0122_P1__G17_20260819T004818Z_038,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1329,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2,F1023_V70_D0122_P1,G17,2,1329,54.7895680351906,2,2,1,1009502.92816106,-26810.5159341206,5,-11.5782588614723,80.5735056391813,0.123705298457096,1,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G17/stage4_joint_summary.csv,b22bd75d48c6cbb8d3167353405d44a8d64e65e0ea41fdd42acea0cf398672a9,5,windows_unattended_F1023_V70_D0122_P1__G17_20260819T004818Z_038,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1560,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2,F1023_V70_D0122_P1,G17,2,1560,59.4095830889541,2,2,1,1010539.07424598,-24711.5941561124,5,-12.65306139331,62.2031295071156,0.148037803628696,1,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G17/stage4_joint_summary.csv,b22bd75d48c6cbb8d3167353405d44a8d64e65e0ea41fdd42acea0cf398672a9,6,windows_unattended_F1023_V70_D0122_P1__G17_20260819T004818Z_038,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
